       -3.785000000000000,*************************
       -3.770000000000000,*************************
       -3.755000000000000,*************************
       -3.740000000000000,*************************
       -3.725000000000000,*************************
       -3.710000000000000,*************************
       -3.695000000000000,*************************
       -3.680000000000000,*************************
       -3.665000000000000,*************************
       -3.650000000000000,*************************
       -3.635000000000000,*************************
       -3.620000000000000,*************************
       -3.605000000000000,*************************
       -3.590000000000000,*************************
       -3.575000000000000,*************************
       -3.560000000000000,*************************
       -3.545000000000000,*************************
       -3.530000000000000,*************************
       -3.515000000000000,*************************
       -3.500000000000000,*************************
       -3.485000000000000,*************************
       -3.470000000000000,*************************
       -3.455000000000000,*************************
       -3.440000000000000,*************************
       -3.425000000000000,*************************
       -3.410000000000000,*************************
       -3.395000000000000,*************************
       -3.380000000000000,*************************
       -3.365000000000000,*************************
       -3.350000000000000,*************************
       -3.335000000000000,*************************
       -3.320000000000000,*************************
       -3.305000000000000,*************************
       -3.290000000000000,*************************
       -3.275000000000000,*************************
       -3.260000000000000,*************************
       -3.245000000000000,*************************
       -3.230000000000000,*************************
       -3.215000000000000,*************************
       -3.200000000000000,*************************
       -3.185000000000000,*************************
       -3.170000000000000,*************************
       -3.155000000000000,*************************
       -3.140000000000000,*************************
       -3.125000000000000,*************************
       -3.110000000000000,*************************
       -3.095000000000000,*************************
       -3.080000000000000,*************************
       -3.065000000000000,*************************
       -3.050000000000000,*************************
       -3.035000000000000,*************************
       -3.020000000000000,*************************
       -3.005000000000000,*************************
       -2.990000000000000,*************************
       -2.975000000000000,*************************
       -2.960000000000000,*************************
       -2.945000000000000,*************************
       -2.930000000000000,*************************
       -2.915000000000000,*************************
       -2.900000000000000,*************************
       -2.885000000000000,*************************
       -2.870000000000000,*************************
       -2.855000000000000,*************************
       -2.840000000000000,*************************
       -2.825000000000000,*************************
       -2.810000000000000,*************************
       -2.795000000000000,*************************
       -2.780000000000000,*************************
       -2.765000000000000,*************************
       -2.750000000000000,*************************
       -2.735000000000000,*************************
       -2.720000000000000,*************************
       -2.705000000000000,*************************
       -2.690000000000000,*************************
       -2.675000000000000,*************************
       -2.660000000000000,*************************
       -2.645000000000000,*************************
       -2.630000000000000,*************************
       -2.615000000000000,*************************
       -2.600000000000000,*************************
       -2.585000000000000,*************************
       -2.570000000000000,*************************
       -2.555000000000000,*************************
       -2.540000000000000,*************************
       -2.525000000000000,*************************
       -2.510000000000000,*************************
       -2.495000000000000,*************************
       -2.480000000000000,*************************
       -2.465000000000000,*************************
       -2.450000000000000,*************************
       -2.435000000000000,*************************
       -2.420000000000000,*************************
       -2.405000000000000,*************************
       -2.390000000000000,*************************
       -2.375000000000000,*************************
       -2.360000000000000,*************************
       -2.345000000000000,*************************
       -2.330000000000000,*************************
       -2.315000000000000,*************************
       -2.300000000000000,*************************
       -2.285000000000000,*************************
       -2.270000000000000,*************************
       -2.255000000000000,*************************
       -2.240000000000000,*************************
       -2.225000000000000,*************************
       -2.210000000000000,*************************
       -2.195000000000000,*************************
       -2.180000000000000,*************************
       -2.165000000000000,*************************
       -2.150000000000000,*************************
       -2.135000000000000,*************************
       -2.120000000000000,*************************
       -2.105000000000000,*************************
       -2.090000000000000,*************************
       -2.075000000000000,*************************
       -2.060000000000000,*************************
       -2.045000000000000,*************************
       -2.030000000000000,*************************
       -2.015000000000000,*************************
       -2.000000000000000,*************************
       -1.985000000000000,*************************
       -1.970000000000000,*************************
       -1.955000000000000,*************************
       -1.940000000000000,*************************
       -1.925000000000000,*************************
       -1.910000000000000,*************************
       -1.895000000000000,*************************
       -1.880000000000000,*************************
       -1.865000000000000,*************************
       -1.850000000000000,*************************
       -1.835000000000000,*************************
       -1.820000000000000,*************************
       -1.805000000000000,*************************
       -1.790000000000000,*************************
       -1.775000000000000,*************************
       -1.760000000000000,*************************
       -1.745000000000000,*************************
       -1.730000000000000,*************************
       -1.715000000000000,*************************
       -1.700000000000000,900573928.946998476982117
       -1.685000000000000,775249506.622125387191772
       -1.670000000000000,666250309.053884267807007
       -1.655000000000000,571595913.037058472633362
       -1.640000000000000,489528301.734383046627045
       -1.625000000000000,418488903.425245821475983
       -1.610000000000000,357097791.464208364486694
       -1.595000000000000,304134861.843105137348175
