                   Posisi,                    Waktu,                     Suhu
        0.000000000000000,        0.000000000000000,        0.000000000000000
        0.010000000000000,        0.000000000000000,       25.000000000000000
        0.020000000000000,        0.000000000000000,       25.000000000000000
        0.030000000000000,        0.000000000000000,       25.000000000000000
        0.040000000000000,        0.000000000000000,       25.000000000000000
        0.050000000000000,        0.000000000000000,       25.000000000000000
        0.060000000000000,        0.000000000000000,       25.000000000000000
        0.070000000000000,        0.000000000000000,       25.000000000000000
        0.080000000000000,        0.000000000000000,       25.000000000000000
        0.090000000000000,        0.000000000000000,       25.000000000000000
        0.100000000000000,        0.000000000000000,       25.000000000000000
        0.110000000000000,        0.000000000000000,       25.000000000000000
        0.120000000000000,        0.000000000000000,       25.000000000000000
        0.130000000000000,        0.000000000000000,       25.000000000000000
        0.140000000000000,        0.000000000000000,       25.000000000000000
        0.150000000000000,        0.000000000000000,       25.000000000000000
        0.160000000000000,        0.000000000000000,       25.000000000000000
        0.170000000000000,        0.000000000000000,       25.000000000000000
        0.180000000000000,        0.000000000000000,       25.000000000000000
        0.190000000000000,        0.000000000000000,       25.000000000000000
        0.200000000000000,        0.000000000000000,       25.000000000000000
        0.210000000000000,        0.000000000000000,       25.000000000000000
        0.220000000000000,        0.000000000000000,       25.000000000000000
        0.230000000000000,        0.000000000000000,       25.000000000000000
        0.240000000000000,        0.000000000000000,       25.000000000000000
        0.250000000000000,        0.000000000000000,       25.000000000000000
        0.260000000000000,        0.000000000000000,       25.000000000000000
        0.270000000000000,        0.000000000000000,       25.000000000000000
        0.280000000000000,        0.000000000000000,       25.000000000000000
        0.290000000000000,        0.000000000000000,       25.000000000000000
        0.300000000000000,        0.000000000000000,       25.000000000000000
        0.310000000000000,        0.000000000000000,       25.000000000000000
        0.320000000000000,        0.000000000000000,       25.000000000000000
        0.330000000000000,        0.000000000000000,       25.000000000000000
        0.340000000000000,        0.000000000000000,       25.000000000000000
        0.350000000000000,        0.000000000000000,       25.000000000000000
        0.360000000000000,        0.000000000000000,       25.000000000000000
        0.370000000000000,        0.000000000000000,       25.000000000000000
        0.380000000000000,        0.000000000000000,       25.000000000000000
